sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Average","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"155","[loop in depose_rho_vechvv2_1_1_1 at charge_deposition.F90:2316]","1","2 Ineffective peeled/remainder loop(s) present ","0.0200s","0s","0.0200s","Vectorized (Remainder; [Body; Peeled])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[16]","","7","7","7","8","67280","< 0.0001s","[Gathers; Mask Manipulations]"," [Gathers; Mask Manipulations]","Float64; [Float32; Float64]","16; [16; 31]","[512]","[AVX512F_512]","","[Multi-Pumped]","","[2]","SIMD; [Multi-Pumped by 2; SIMD; Unaligned Access in Vector Loop]","","charge_deposition.F90:2316","charge_deposition.F90:2316","picsar_carl_advisor"
"71","[child]-[loop in depose_rho_vechvv2_1_1_1 at charge_deposition.F90:2316]","1","","0.0200s","0.0200s","0.0200s","Remainder","3902240","0.195211","0.0417","","4.6851","0.0039","8","0.0937","192","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","7","7","7","8","67280","< 0.0001s","","","Float64","16","","","","","","","SIMD","","charge_deposition.F90:2316","charge_deposition.F90:2316","picsar_carl_advisor"
"","[child]-[loop in depose_rho_vechvv2_1_1_1 at charge_deposition.F90:2316]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","Float64","16","","","","","","","SIMD","","charge_deposition.F90:2316","charge_deposition.F90:2316","picsar_carl_advisor"
"","[child]-[loop in depose_rho_vechvv2_1_1_1 at charge_deposition.F90:2316]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","16","2.19x","","","","","","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","Float32; <b>Float64</b>","31","512","AVX512F_512","","Multi-Pumped","","2","SIMD; Unaligned Access in Vector Loop; Multi-Pumped by 2","","charge_deposition.F90:2316","charge_deposition.F90:2316","picsar_carl_advisor"
"147","[loop in current_reduction_1_1_1 at current_deposition.F90:9552]","1","2 Ineffective peeled/remainder loop(s) present ","0.0160s","0s","0.0160s","Vectorized (Remainder; [Body])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","12.1548","0.97x","8; [16]","1.06x","1","1","1","2","43560","< 0.0001s","Gathers; Mask Manipulations; [Gathers; Mask Manipulations]","Gathers; Mask Manipulations;  [Gathers; Mask Manipulations]","Float32; <b>Float64</b>; Int32; [Float64]","30; [27]","256/512; [512]","AVX2; AVX512F_512; [AVX512F_512]","","[Multi-Pumped]","","[2]","Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop; [Multi-Pumped by 2; SIMD; Unaligned Access in Vector Loop]","","current_deposition.F90:9552","current_deposition.F90:9552","picsar_carl_advisor"
"51","[child]-[loop in current_reduction_1_1_1 at current_deposition.F90:9552]","1","","0.0160s","0.0160s","0.0160s","Vectorized (Remainder)","8624880","0.538505","0.0405","82.5","13.3076","0.0086","158.4","0.2131","3914.4","","AVX512","AVX512","","","8","1.06x","1","1","1","2","43560","< 0.0001s","Gathers; Mask Manipulations","Gathers; Mask Manipulations","Float32; <b>Float64</b>; Int32","30","256/512","AVX2; AVX512F_512","","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:9552","current_deposition.F90:9552","picsar_carl_advisor"
"","[child]-[loop in current_reduction_1_1_1 at current_deposition.F90:9552]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","16","3.62x","","","","","","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","<b>Float64</b>","27","512","AVX512F_512","","Multi-Pumped","","2","SIMD; Unaligned Access in Vector Loop; Multi-Pumped by 2","","current_deposition.F90:9552","current_deposition.F90:9552","picsar_carl_advisor"
"145","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1091]","1","1 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Peeled; [Body; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","7.50837","0.60x","8; [8]","1.20x","1","1","1","1","15750","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64; Int64; UInt64]","6; [4; 6]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1091","current_deposition.F90:1091","picsar_carl_advisor"
"82","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1091]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Peeled)","61310","0.00509314","0.0292","48.6587","0.1746","< 0.0001","3.8927","0.0021","133.425","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15750","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1091","current_deposition.F90:1091","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1091]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1091","current_deposition.F90:1091","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1091]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51190","","0.0286","45.478","","< 0.0001","3.63824","0.0018","127.318","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14070","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1091","current_deposition.F90:1091","picsar_carl_advisor"
"142","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1037]","1","1 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Peeled; [Body; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","7.50837","0.60x","8; [8]","1.20x","1","1","1","1","70860","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64; Int64; UInt64]","6; [4; 6]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1037","current_deposition.F90:1037","picsar_carl_advisor"
"60","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1037]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Peeled)","156890","0.0130662","0.0238","27.6761","0.5496","0.0002","2.21408","0.0066","93.138","","AVX512","AVX512","","","8","1.20x","1","1","1","1","70860","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1037","current_deposition.F90:1037","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1037]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1037","current_deposition.F90:1037","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1037]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","45610","","0.0197","22.5079","","< 0.0001","1.80063","0.0023","91.2152","","AVX512","AVX512","","","8","2.42x","1","1","1","1","25330","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1037","current_deposition.F90:1037","picsar_carl_advisor"
"148","[loop in pxrpush_em3d_evec_norder_$omp$parallel@143 at maxwell.F90:150]","1","2 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Remainder; [Body; Peeled])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","AVX512; [AVX512]","AVX512; [AVX512]","20.125","1.61x","8; [8]","1.61x","","","","","","","FMA; Gathers; Mask Manipulations; [FMA; Gathers; Mask Manipulations]","FMA; Gathers; Mask Manipulations;  [FMA; Gathers; Mask Manipulations]","Float32; <b>Float64</b>; Int64; UInt64; [Float64; Int32; Int64; UInt32]","8; [12; 3]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","maxwell.F90:150","maxwell.F90:150","picsar_carl_advisor"
"69","[child]-[loop in pxrpush_em3d_evec_norder_$omp$parallel@143 at maxwell.F90:150]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Remainder)","468750","0.039045","0.1250","12.5","0.3124","0.0005","","0.0038","","","AVX512","AVX512","","","8","1.61x","","","","","","","Gathers; FMA; Mask Manipulations","FMA; Gathers; Mask Manipulations","Float32; <b>Float64</b>; Int64; UInt64","8","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","maxwell.F90:150","maxwell.F90:150","picsar_carl_advisor"
"","[child]-[loop in pxrpush_em3d_evec_norder_$omp$parallel@143 at maxwell.F90:150]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","FMA","FMA","Float64","3","","","","","","","","","maxwell.F90:150","maxwell.F90:150","picsar_carl_advisor"
"","[child]-[loop in pxrpush_em3d_evec_norder_$omp$parallel@143 at maxwell.F90:150]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.09x","","","","","","","Gathers; FMA; Mask Manipulations","FMA; Gathers; Mask Manipulations","<b>Float64</b>; Int32; Int64; UInt32","12","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","maxwell.F90:150","maxwell.F90:150","picsar_carl_advisor"
"144","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1077]","1","1 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Peeled; [Body; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","7.50837","0.60x","8; [8]","1.20x","1","1","1","1","15760","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64; Int64; UInt64]","6; [4; 6]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1077","current_deposition.F90:1077","picsar_carl_advisor"
"54","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1077]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Peeled)","61340","0.00511003","0.0292","48.6516","0.1752","< 0.0001","3.89213","0.0021","133.411","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15760","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1077","current_deposition.F90:1077","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1077]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1077","current_deposition.F90:1077","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1077]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51160","","0.0286","45.4836","","< 0.0001","3.63869","0.0018","127.329","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14060","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1077","current_deposition.F90:1077","picsar_carl_advisor"
"143","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1039]","1","1 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Remainder; [Body; Peeled])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","15.3964","1.23x","8; [8]","2.42x","1","1","1","1","25320","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64; Int64; UInt64]","6; [4; 6]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1039","current_deposition.F90:1039","picsar_carl_advisor"
"74","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1039]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Remainder)","45530","0.00379316","0.0197","22.4773","0.1923","< 0.0001","1.79818","0.0023","91.1564","","AVX512","AVX512","","","8","2.42x","1","1","1","1","25320","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1039","current_deposition.F90:1039","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1039]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","156970","","0.0238","27.6745","","0.0002","2.21396","0.0066","93.1351","","AVX512","AVX512","","","8","1.20x","1","1","1","1","70900","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1039","current_deposition.F90:1039","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1039]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1039","current_deposition.F90:1039","picsar_carl_advisor"
"140","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:985]","1","1 Ineffective peeled/remainder loop(s) present ","0.0120s","0s","0.0120s","Vectorized (Remainder; [Body; Peeled])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","15.3964","1.23x","8; [8]","2.42x","1","1","1","1","19530","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64; Int64; UInt64]","6; [4; 6]","512; [512]","AVX512F_512; [AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:985","current_deposition.F90:985","picsar_carl_advisor"
"79","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:985]","1","","0.0120s","0.0120s","0.0120s","Vectorized (Remainder)","71080","0.00592277","0.0286","45.4941","0.2072","< 0.0001","3.63953","0.0025","127.349","","AVX512","AVX512","","","8","2.42x","1","1","1","1","19530","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:985","current_deposition.F90:985","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:985]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","85170","","0.0292","48.6574","","< 0.0001","3.8926","0.0029","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","21880","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:985","current_deposition.F90:985","picsar_carl_advisor"
