sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Median","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[child]-[loop in t_coeff_vec at search.F90:269]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","30720","","0.0926","","","< 0.0001","10","0.0003","108","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","8","8","8","8","384","","FMA","FMA","Float64","9","","","","","","","","search.F90:269","search.F90:269","xgc2"
"112","[loop in uniform_space_dist at load.F90:393]","1","1 Data type conversions present ","0.4813s","0.4813s","6.8520s","Scalar","36034596","0.0748624","0.0281","26.1706","2.6646","0.0360","1.80173e+07","1.2826","6.41284e+08","inner loop was already vectorized","","","","","","","1","1","1","1","2","3.4260s","Square Roots; Type Conversions; FMA; Mask Manipulations","FMA; Mask Manipulations; Square Roots; Type Conversions","Float64; UInt64","11","512","AVX512F_512","","","","","","load.F90:393","load.F90:393","xgc2"
"480","[loop in derivs_elec_vec at derivs_elec_vec.F90:79]","1","1 Possible inefficient memory access patterns present ","0.4801s","0s","0.5522s","Vectorized (Body; [Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","31.8861","2.55x","8; [8]","2.50x","32","32","31","32","140640","< 0.0001s","Divisions; FMA; Gathers; Mask Manipulations; Reciprocal CPs(AVX-512ER); Square Roots; [Divisions; FMA; Gathers; Mask Manipulations; Reciprocal CPs(AVX-512ER); Square Roots]","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Gathers; Mask Manipulations; Square Roots;  [Divisions; FMA; Gathers; Mask Manipulations; Reciprocal CPs(AVX-512ER); Square Roots]","Float32; <b>Float64</b>; Int64; [Float32; Float64; Int32; Int64]","23; [30]","512; [256/512]","AVX512ER_512; AVX512F_512; [AVX2; AVX512ER_512; AVX512F_512]","","","","Cost Model Was Ignored; Dependency Analysis Was Ignored; SIMD; Unaligned Access in Vector Loop; [Cost Model Was Ignored; Dependency Analysis Was Ignored; Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop]","","derivs_elec_vec.F90:79","derivs_elec_vec.F90:79","xgc2"
"196","[child]-[loop in derivs_elec_vec at derivs_elec_vec.F90:79]","1","1 Possible inefficient memory access patterns present ","0.4801s","0.0640s","0.5522s","Vectorized (Body)","972000000","15.1919","0.1776","64.2857","85.5249","0.9720","216","5.4720","1216","","AVX512","AVX512","","","8","2.50x","32","32","31","32","140640","< 0.0001s","Divisions; Square Roots; Gathers; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Gathers; Mask Manipulations; Square Roots","Float32; <b>Float64</b>; Int64","23","512","AVX512ER_512; AVX512F_512","","","","SIMD; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","derivs_elec_vec.F90:79","derivs_elec_vec.F90:79","xgc2"
"","[child]-[loop in derivs_elec_vec at derivs_elec_vec.F90:79]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.60x","","","","","","","Divisions; Square Roots; Gathers; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Gathers; Mask Manipulations; Square Roots","Float32; <b>Float64</b>; Int32; Int64","30","256/512","AVX2; AVX512ER_512; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","derivs_elec_vec.F90:79","derivs_elec_vec.F90:79","xgc2"
"173","[loop in i_interpol_vec at interpolation.F90:121]","1","1 Assumed dependency present ","0.4741s","0.0561s","0.4741s","Scalar","","","","","33.8936","","","1.9008","33","vector dependence prevents vectorization","","","","","","","256","256","248","256","225024","< 0.0001s","Mask Manipulations","Mask Manipulations","Float64","4","","","","","","","","interpolation.F90:121","interpolation.F90:121","xgc2"
"473","[loop in efield_gk_elec2_vec at efield_gk_elec2_vec.F90:30]","1","2 Possible inefficient memory access patterns present ","0.4316s","0s","0.4316s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","36.3846","5.82x","16; [8]","5.00x","16","16","15","16","140640","< 0.0001s","2-Source Permutes; Expands; FMA; Gathers; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions; [FMA; Gathers; Mask Manipulations; Scatters; Type Conversions]","2-Source Permutes; Expands; FMA; Gathers; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions;  [FMA; Gathers; Mask Manipulations; Scatters; Type Conversions]","<b>Float64</b>; Int32; UInt32; [Float32; Float64; Int32; Int64; UInt32; UInt64]","29; [19]","512; [512]","AVX512F_512; [AVX512F_512]","","Fused; [Fused]","","Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","LOOP WAS FUSED; [LOOP WAS FUSED]","efield_gk_elec2_vec.F90:30","efield_gk_elec2_vec.F90:30","xgc2"
"205","[child]-[loop in efield_gk_elec2_vec at efield_gk_elec2_vec.F90:30]","1","2 Possible inefficient memory access patterns present ","0.4316s","0.0601s","0.4316s","Vectorized (Body)","170981760","2.84707","0.0625","93.75","45.5531","0.1710","76","2.7357","1216","","AVX512","AVX512","","","16","5.00x","16","16","15","16","140640","< 0.0001s","Type Conversions; Gathers; Permutes; Inserts; FMA; Expands; 2-Source Permutes; Scatters; Mask Manipulations","2-Source Permutes; Expands; FMA; Gathers; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions","<b>Float64</b>; Int32; UInt32","29","512","AVX512F_512","","Fused","","Unaligned Access in Vector Loop","LOOP WAS FUSED","efield_gk_elec2_vec.F90:30","efield_gk_elec2_vec.F90:30","xgc2"
"","[child]-[loop in efield_gk_elec2_vec at efield_gk_elec2_vec.F90:30]","-1","1 Data type conversions present ","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","4.52x","","","","","","","Type Conversions; Gathers; FMA; Scatters; Mask Manipulations","FMA; Gathers; Mask Manipulations; Scatters; Type Conversions","Float32; <b>Float64</b>; Int32; Int64; UInt32; UInt64","19","512","AVX512F_512","","Fused","","Masked Loop Vectorization; Unaligned Access in Vector Loop","LOOP WAS FUSED","efield_gk_elec2_vec.F90:30","efield_gk_elec2_vec.F90:30","xgc2"
"","[child]-[loop in efield_gk_elec2_vec at efield_gk_elec2_vec.F90:30]","-1","1 Data type conversions present ","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","19200","","0.0495","100","","< 0.0001","40","0.0004","808","","AVX512","AVX512","","","8","4.77x","1","1","1","1","480","","Type Conversions; Gathers; FMA; Scatters; Mask Manipulations","FMA; Gathers; Mask Manipulations; Scatters; Type Conversions","Float32; <b>Float64</b>; Int32; Int64; UInt32; UInt64","19","512","AVX512F_512","","Fused","","Masked Loop Vectorization; Unaligned Access in Vector Loop","LOOP WAS FUSED","efield_gk_elec2_vec.F90:30","efield_gk_elec2_vec.F90:30","xgc2"
"418","[loop in eval_bicub_2_vec at bicub_mod.F90:403]","1","","0.4038s","0s","0.4038s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","60.1867","9.63x","16; [8]","7.34x","16","16","15","16","2250240","< 0.0001s","FMA; [FMA]","FMA;  [FMA]","Float32; <b>Float64</b>; [Float64; Int32]","4; [6]","512; [256/512]","AVX512F_512; [AVX2; AVX512F_512]","","","","Cost Model Was Ignored; Dependency Analysis Was Ignored; SIMD; Unaligned Access in Vector Loop; [Cost Model Was Ignored; Dependency Analysis Was Ignored; Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop]","","bicub_mod.F90:403","bicub_mod.F90:403","xgc2"
"236","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:403]","1","","0.4038s","0.0480s","0.4038s","Vectorized (Body)","1151877120","23.9771","0.0625","100","383.6335","1.1519","32","18.4300","512","","AVX512","AVX512","","","16","7.34x","16","16","15","16","2250240","< 0.0001s","FMA","FMA","Float32; <b>Float64</b>","4","512","AVX512F_512","","","","SIMD; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:403","bicub_mod.F90:403","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:403]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.36x","","","","","","","FMA","FMA","<b>Float64</b>; Int32","6","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:403","bicub_mod.F90:403","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:403]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","122880","","0.0625","100","","0.0001","16","0.0020","256","","AVX512","AVX512","","","8","1.76x","1","1","1","1","7680","","FMA","FMA","<b>Float64</b>; Int32","6","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:403","bicub_mod.F90:403","xgc2"
"421","[loop in eval_bicub_2_vec at bicub_mod.F90:456]","1","","0.3960s","0s","0.3960s","Vectorized (Body; [Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","77.5388","12.41x","16; [8]","8.70x","16","16","15","16","562560","< 0.0001s","FMA; [FMA]","FMA;  [FMA]","Float32; <b>Float64</b>; [Float64; Int32]","8; [12]","512; [256/512]","AVX512F_512; [AVX2; AVX512F_512]","","","","Cost Model Was Ignored; Dependency Analysis Was Ignored; SIMD; Unaligned Access in Vector Loop; [Cost Model Was Ignored; Dependency Analysis Was Ignored; Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop]","","bicub_mod.F90:456","bicub_mod.F90:456","xgc2"
"214","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:456]","1","","0.3960s","0.0441s","0.3960s","Vectorized (Body)","863907840","19.5766","0.0750","100","261.0220","0.8639","96","11.5188","1280","","AVX512","AVX512","","","16","8.70x","16","16","15","16","562560","< 0.0001s","FMA","FMA","Float32; <b>Float64</b>","8","512","AVX512F_512","","","","SIMD; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:456","bicub_mod.F90:456","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:456]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","92160","","0.0625","100","","< 0.0001","48","0.0015","768","","AVX512","AVX512","","","8","2.60x","1","1","1","1","1920","","FMA","FMA","<b>Float64</b>; Int32","12","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:456","bicub_mod.F90:456","xgc2"
"150","[loop in derivs_elec_vec at derivs_elec_vec.F90:352]","1","2 Assumed dependency present ","0.3523s","0.0482s","0.3523s","Scalar","374400000","7.76647","0.1806","100","43.0143","0.3744","52","2.0736","288","vector dependence prevents vectorization","","","","","","","256","256","248","256","28128","< 0.0001s","Square Roots; FMA; Mantissa extractions; Exponent extractions; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Exponent extractions; FMA; Mantissa extractions; Square Roots","Float64","32","","","","","","","","derivs_elec_vec.F90:352","derivs_elec_vec.F90:352","xgc2"
"115","[loop in search_tr_with_guess at search.F90:628]","1","","0.3260s","0.3260s","1.2606s","Scalar","","","","","0.2011","","","0.0656","","explicitly compute the iteration count before executing the loop or try using canonical loop form from OpenMP specification%s","","","","","","","","","","","","","FMA; Mask Manipulations","FMA; Mask Manipulations","Float64; Int32","4","","","","","","","","search.F90:628","search.F90:628","xgc2"
"420","[loop in eval_bicub_2_vec at bicub_mod.F90:425]","1","","0.2922s","0s","0.2922s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","124.1","9.93x","8; [8]","9.20x","16","16","15","16","1125120","< 0.0001s","FMA; [FMA]","FMA;  [FMA]","Float32; <b>Float64</b>; [Float64; Int32]","5; [10]","512; [256/512]","AVX512F_512; [AVX2; AVX512F_512]","Unrolled by 2","Unrolled","2","Cost Model Was Ignored; Dependency Analysis Was Ignored; SIMD; Unaligned Access in Vector Loop; [Cost Model Was Ignored; Dependency Analysis Was Ignored; Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop]","LOOP WAS UNROLLED BY 2","bicub_mod.F90:425","bicub_mod.F90:425","xgc2"
"181","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:425]","1","","0.2922s","0.0521s","0.2922s","Vectorized (Body)","863907840","16.5867","0.0938","100","176.9249","0.8639","48","9.2150","512","","AVX512","AVX512","","","8","9.20x","16","16","15","16","1125120","< 0.0001s","FMA","FMA","Float32; <b>Float64</b>","5","512","AVX512F_512","Unrolled by 2","Unrolled","2","SIMD; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","LOOP WAS UNROLLED BY 2","bicub_mod.F90:425","bicub_mod.F90:425","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:425]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.93x","","","","","","","FMA","FMA","<b>Float64</b>; Int32","10","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:425","bicub_mod.F90:425","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:425]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","96000","","0.0919","100","","< 0.0001","25","0.0010","272","","AVX512","AVX512","","","8","2.84x","1","1","1","1","3840","","FMA","FMA","<b>Float64</b>; Int32","10","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:425","bicub_mod.F90:425","xgc2"
"419","[loop in eval_bicub_2_vec at bicub_mod.F90:414]","1","","0.2919s","0s","0.2919s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","104.204","8.34x","8; [8]","7.88x","16","16","15","16","1687680","< 0.0001s","FMA; [FMA]","FMA;  [FMA]","Float32; <b>Float64</b>; [Float64; Int32]","5; [7]","512; [256/512]","AVX512F_512; [AVX2; AVX512F_512]","Unrolled by 2","Unrolled","2","Cost Model Was Ignored; Dependency Analysis Was Ignored; SIMD; Unaligned Access in Vector Loop; [Cost Model Was Ignored; Dependency Analysis Was Ignored; Masked Loop Vectorization; SIMD; Unaligned Access in Vector Loop]","LOOP WAS UNROLLED BY 2","bicub_mod.F90:414","bicub_mod.F90:414","xgc2"
"211","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:414]","1","","0.2919s","0.0400s","0.2919s","Vectorized (Body)","1295861760","32.395","0.0938","100","345.5469","1.2959","48","13.8225","512","","AVX512","AVX512","","","8","7.88x","16","16","15","16","1687680","< 0.0001s","FMA","FMA","Float32; <b>Float64</b>","5","512","AVX512F_512","Unrolled by 2","Unrolled","2","SIMD; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","LOOP WAS UNROLLED BY 2","bicub_mod.F90:414","bicub_mod.F90:414","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:414]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.66x","","","","","","","FMA","FMA","<b>Float64</b>; Int32","7","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:414","bicub_mod.F90:414","xgc2"
"","[child]-[loop in eval_bicub_2_vec at bicub_mod.F90:414]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","138240","","0.0909","100","","0.0001","24","0.0015","264","","AVX512","AVX512","","","8","2.43x","1","1","1","1","5760","","FMA","FMA","<b>Float64</b>; Int32","7","256/512","AVX2; AVX512F_512","","","","SIMD; Masked Loop Vectorization; Unaligned Access in Vector Loop; Dependency Analysis Was Ignored; Cost Model Was Ignored","","bicub_mod.F90:414","bicub_mod.F90:414","xgc2"
"192","[loop in i_interpol_vec at interpolation.F90:121]","1","1 Assumed dependency present ","0.2879s","0.0520s","0.2879s","Scalar","","","","","22.8273","","","1.1880","33.1095","vector dependence prevents vectorization","","","","","","","256","256","256","256","140160","< 0.0001s","Mask Manipulations","Mask Manipulations","Float64","4","","","","","","","","interpolation.F90:121","interpolation.F90:121","xgc2"
"426","[loop in eval_bicub_1_vec at bicub_mod.F90:689]","1","","0.2640s","0s","0.2640s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","47.7279","7.64x","16; [8]","6.19x","16","16","15","16","225024","< 0.0001s","","","Float32; <b>Float64</b>; [Float64; Int64; UInt64]","9; [10]","512; [512]","AVX512F_512; [AVX512F_512]","","Fused; [Fused]","","Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","LOOP WAS FUSED; [LOOP WAS FUSED]","bicub_mod.F90:689","bicub_mod.F90:689","xgc2"
"180","[child]-[loop in eval_bicub_1_vec at bicub_mod.F90:689]","1","","0.2640s","0.0520s","0.2640s","Vectorized (Body)","115187712","2.21599","0.0357","100","62.0476","0.1152","32","3.2253","896","","AVX512","AVX512","","","16","6.19x","16","16","15","16","225024","< 0.0001s","","","Float32; <b>Float64</b>","9","512","AVX512F_512","","Fused","","Unaligned Access in Vector Loop","LOOP WAS FUSED","bicub_mod.F90:689","bicub_mod.F90:689","xgc2"
"","[child]-[loop in eval_bicub_1_vec at bicub_mod.F90:689]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.16x","","","","","","","","","<b>Float64</b>; Int64; UInt64","10","512","AVX512F_512","","Fused","","Masked Loop Vectorization; Unaligned Access in Vector Loop","LOOP WAS FUSED","bicub_mod.F90:689","bicub_mod.F90:689","xgc2"
"","[child]-[loop in eval_bicub_1_vec at bicub_mod.F90:689]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","12288","","0.0357","100","","< 0.0001","16","0.0003","448","","AVX512","AVX512","","","8","1.62x","1","1","1","1","768","","","","<b>Float64</b>; Int64; UInt64","10","512","AVX512F_512","","Fused","","Masked Loop Vectorization; Unaligned Access in Vector Loop","LOOP WAS FUSED","bicub_mod.F90:689","bicub_mod.F90:689","xgc2"
